start_time,stop_time
2020-06-18 14:16:20.000,2020-06-18 14:24:20.756
2020-06-22 18:56:22.000,2020-06-22 19:00:55.055
2020-06-18 04:33:03.000,2020-06-18 04:39:06.769
2020-06-08 11:27:25.000,2020-06-08 11:56:56.655
2020-06-19 19:48:48.000,2020-06-19 20:08:39.942
2020-06-23 00:26:32.000,2020-06-23 00:37:39.587
2020-06-16 13:40:05.000,2020-06-16 13:42:31.861
2020-06-16 03:20:14.000,2020-06-16 03:26:52.572
2020-06-27 00:21:20.000,2020-06-27 00:42:54.732
2020-06-06 10:00:11.000,2020-06-06 10:12:57.410
2020-06-28 17:14:10.000,2020-06-28 17:24:44.685
2020-06-09 15:26:00.000,2020-06-09 15:33:38.769
2020-06-04 10:59:43.000,2020-06-04 11:15:43.395
2020-06-14 04:00:13.000,2020-06-14 04:53:06.514
2020-06-25 11:33:46.000,2020-06-25 12:10:28.496
2020-06-16 12:24:43.000,2020-06-16 12:27:10.875
2020-06-21 20:04:58.000,2020-06-21 20:16:48.186
2020-06-25 11:00:13.000,2020-06-25 11:08:12.717
2020-06-06 05:53:42.000,2020-06-06 06:06:25.126
2020-06-25 04:10:18.000,2020-06-25 04:26:16.752
2020-06-08 09:09:50.000,2020-06-08 09:15:10.860
2020-06-16 10:25:20.000,2020-06-16 10:50:09.152
2020-06-03 09:22:28.000,2020-06-03 09:34:08.037
2020-06-18 11:47:32.000,2020-06-18 13:01:58.163
2020-06-06 05:16:23.000,2020-06-06 05:18:45.903
2020-06-22 13:31:02.000,2020-06-22 13:36:11.336
2020-06-30 16:41:27.000,2020-06-30 17:00:59.990
2020-06-30 20:46:28.000,2020-06-30 21:06:17.229
2020-06-21 00:16:44.000,2020-06-21 00:31:49.451
2020-06-23 06:53:38.000,2020-06-23 07:49:14.711
2020-06-16 23:39:33.000,2020-06-16 23:49:36.013
2020-06-29 13:29:20.000,2020-06-29 13:39:25.668
2020-06-03 12:21:54.000,2020-06-03 13:00:05.927
2020-06-18 18:08:10.000,2020-06-18 18:21:45.832
2020-06-27 01:26:47.000,2020-06-27 01:35:19.880
2020-06-09 15:58:12.000,2020-06-09 16:19:14.261
2020-06-28 13:56:02.000,2020-06-28 14:12:32.045
2020-06-25 00:52:55.000,2020-06-25 01:00:24.286
2020-06-30 05:23:30.000,2020-06-30 05:30:48.348
2020-06-19 16:31:34.000,2020-06-19 16:41:07.186
2020-06-07 17:38:24.000,2020-06-07 17:41:30.882
2020-06-04 03:22:45.000,2020-06-04 04:07:37.204
2020-06-09 07:06:13.000,2020-06-09 07:11:14.926
2020-06-23 12:25:37.000,2020-06-23 12:30:50.908
2020-06-24 15:03:01.000,2020-06-24 15:20:38.256
2020-06-01 21:41:56.000,2020-06-01 22:03:15.424
2020-06-05 10:46:10.000,2020-06-05 11:08:11.478
2020-06-24 09:50:43.000,2020-06-24 09:59:46.111
2020-06-07 00:16:25.000,2020-06-07 00:49:24.545
2020-06-19 04:42:18.000,2020-06-19 04:56:04.734
2020-06-24 08:22:17.000,2020-06-24 08:32:56.569
2020-06-27 21:28:44.000,2020-06-27 21:55:40.490
2020-06-26 19:02:11.000,2020-06-26 19:08:22.220
2020-06-19 20:42:33.000,2020-06-19 21:14:03.694
2020-06-12 09:59:59.000,2020-06-12 10:13:35.588
2020-06-03 14:50:56.000,2020-06-03 15:27:28.850
2020-06-10 12:26:16.000,2020-06-10 12:31:38.645
2020-06-11 06:06:27.000,2020-06-11 06:49:41.872
2020-06-05 20:48:59.000,2020-06-05 21:08:26.921
2020-06-27 14:53:06.000,2020-06-27 15:09:32.875
2020-06-18 16:43:37.000,2020-06-18 16:53:50.468
2020-06-07 08:50:42.000,2020-06-07 09:39:39.675
2020-06-21 15:30:02.000,2020-06-21 15:40:50.158
2020-06-16 05:28:32.000,2020-06-16 05:40:53.213
2020-06-07 02:10:49.000,2020-06-07 02:35:37.864
2020-06-25 02:47:11.000,2020-06-25 02:54:12.727
2020-06-30 04:48:39.000,2020-06-30 04:55:49.138
2020-06-24 09:37:15.000,2020-06-24 10:01:38.680
2020-06-10 06:08:07.000,2020-06-10 06:12:10.867
2020-06-26 20:13:11.000,2020-06-26 20:41:09.264
2020-06-22 19:17:35.000,2020-06-22 19:34:18.166
2020-06-13 08:56:05.000,2020-06-13 09:09:42.085
2020-06-15 04:02:51.000,2020-06-15 04:08:45.187
2020-06-29 00:27:52.000,2020-06-29 00:53:01.151
2020-06-09 12:51:03.000,2020-06-09 13:17:34.063
2020-06-25 04:08:43.000,2020-06-25 04:20:36.639
2020-06-25 07:28:30.000,2020-06-25 07:37:53.641
2020-06-05 01:24:39.000,2020-06-05 01:30:53.319
2020-06-16 01:25:33.000,2020-06-16 01:48:36.037
2020-06-27 16:12:28.000,2020-06-27 16:29:46.116
2020-06-22 03:35:52.000,2020-06-22 03:41:20.320
2020-06-08 07:04:30.000,2020-06-08 07:30:13.938
2020-06-27 21:54:41.000,2020-06-27 22:28:45.930
2020-06-29 01:55:05.000,2020-06-29 01:57:59.967
2020-06-08 03:29:27.000,2020-06-08 03:53:39.230
2020-06-13 18:46:21.000,2020-06-13 19:17:05.378
2020-06-27 03:39:33.000,2020-06-27 04:53:04.757
2020-06-24 08:05:28.000,2020-06-24 08:11:32.157
2020-06-10 23:17:45.000,2020-06-10 23:26:42.266
2020-06-03 18:14:43.000,2020-06-03 19:07:31.327
2020-06-29 19:35:03.000,2020-06-29 19:38:31.859
2020-06-22 14:36:02.000,2020-06-22 14:49:09.551
2020-06-04 03:02:26.000,2020-06-04 03:15:02.055
2020-06-16 23:28:23.000,2020-06-16 23:44:22.515
2020-06-02 05:52:04.000,2020-06-02 06:00:05.495
2020-06-27 19:10:58.000,2020-06-27 19:52:00.325
2020-06-11 13:08:09.000,2020-06-11 13:14:52.315
2020-06-07 07:07:06.000,2020-06-07 07:24:50.057
2020-06-02 07:36:16.000,2020-06-02 07:48:32.530
2020-06-03 02:08:14.000,2020-06-03 02:14:53.147
2020-06-24 17:13:06.000,2020-06-24 17:18:14.376
2020-06-27 12:08:43.000,2020-06-27 12:57:45.781
2020-06-22 18:08:52.000,2020-06-22 18:23:13.528
2020-06-22 14:41:47.000,2020-06-22 14:57:41.140
2020-06-04 05:09:45.000,2020-06-04 05:34:39.638
2020-06-17 02:10:54.000,2020-06-17 02:14:10.244
2020-06-04 02:34:09.000,2020-06-04 02:54:54.845
2020-06-17 01:49:37.000,2020-06-17 01:54:19.442
2020-06-03 17:39:31.000,2020-06-03 18:01:45.033
2020-06-08 11:31:15.000,2020-06-08 11:35:32.132
2020-06-20 23:01:42.000,2020-06-20 23:30:30.060
2020-06-02 10:36:31.000,2020-06-02 10:55:39.353
2020-06-08 09:31:44.000,2020-06-08 09:41:02.823
2020-06-09 22:55:20.000,2020-06-09 23:04:00.020
2020-06-11 22:08:01.000,2020-06-11 22:12:26.152
2020-06-04 02:08:29.000,2020-06-04 02:45:38.566
2020-06-16 10:44:09.000,2020-06-16 10:48:02.547
2020-06-14 23:41:08.000,2020-06-14 23:52:42.925
2020-06-14 10:15:52.000,2020-06-14 10:21:54.879
2020-06-12 09:14:27.000,2020-06-12 10:40:33.196
2020-06-25 10:22:12.000,2020-06-25 10:37:25.361
2020-06-28 09:11:25.000,2020-06-28 09:15:50.827
2020-06-24 03:48:12.000,2020-06-24 04:06:43.177
2020-06-11 04:28:16.000,2020-06-11 05:41:58.537
2020-06-26 11:29:00.000,2020-06-26 11:44:56.081
2020-06-07 19:54:33.000,2020-06-07 20:05:43.209
2020-06-19 10:16:13.000,2020-06-19 10:23:25.396
2020-06-19 19:57:39.000,2020-06-19 20:01:05.982
2020-06-25 02:15:42.000,2020-06-25 02:21:35.180
2020-06-13 10:27:57.000,2020-06-13 10:42:02.927
2020-06-20 23:51:52.000,2020-06-21 00:14:53.397
2020-06-18 01:15:00.000,2020-06-18 01:48:32.851
2020-06-30 16:31:19.000,2020-06-30 16:56:59.634
2020-06-19 11:58:48.000,2020-06-19 12:02:48.656
2020-06-24 10:52:41.000,2020-06-24 11:16:57.349
2020-06-04 10:39:44.000,2020-06-04 10:54:48.195
2020-06-17 06:30:02.000,2020-06-17 06:41:31.876
2020-06-11 07:46:55.000,2020-06-11 08:01:40.377
2020-06-07 17:22:51.000,2020-06-07 17:24:58.297
2020-06-29 17:51:42.000,2020-06-29 17:54:45.119
2020-06-27 06:27:34.000,2020-06-27 06:40:45.607
2020-06-23 18:41:07.000,2020-06-23 18:45:58.629
2020-06-19 00:22:50.000,2020-06-19 00:36:39.782
2020-06-20 02:42:28.000,2020-06-20 02:51:01.557
2020-06-10 21:25:41.000,2020-06-10 22:03:22.636
2020-06-24 10:06:55.000,2020-06-24 10:53:45.478
2020-06-06 04:56:17.000,2020-06-06 05:56:48.157
2020-06-02 15:17:29.000,2020-06-02 15:53:51.818
2020-06-14 17:43:15.000,2020-06-14 18:49:09.838
2020-06-04 10:12:00.000,2020-06-04 10:32:22.208
2020-06-19 20:24:22.000,2020-06-19 21:14:51.273
2020-06-02 13:36:10.000,2020-06-02 13:53:33.978
2020-06-10 21:57:16.000,2020-06-10 22:24:06.943
2020-06-06 04:32:57.000,2020-06-06 04:37:04.313
2020-06-24 03:42:44.000,2020-06-24 04:01:56.832
2020-06-06 16:37:10.000,2020-06-06 17:19:17.632
2020-06-11 14:26:44.000,2020-06-11 14:40:22.970
2020-06-28 02:15:19.000,2020-06-28 02:20:25.122
2020-06-19 10:43:06.000,2020-06-19 10:56:19.581
2020-06-05 22:40:44.000,2020-06-05 23:01:08.643
2020-06-06 20:11:17.000,2020-06-06 20:35:18.881
2020-06-10 10:51:38.000,2020-06-10 11:04:45.540
2020-06-07 00:08:15.000,2020-06-07 00:13:55.583
2020-06-15 18:16:33.000,2020-06-15 18:57:44.737
2020-06-30 02:26:08.000,2020-06-30 02:50:24.975
2020-06-25 04:21:59.000,2020-06-25 04:28:43.088
2020-06-11 18:45:15.000,2020-06-11 19:12:18.286
2020-06-26 13:50:21.000,2020-06-26 13:58:45.750
2020-06-10 04:05:30.000,2020-06-10 04:13:07.134
2020-06-04 05:55:39.000,2020-06-04 06:27:28.500
2020-06-21 04:09:15.000,2020-06-21 04:42:13.879
2020-06-04 01:55:50.000,2020-06-04 02:05:27.468
2020-06-22 08:46:04.000,2020-06-22 08:48:12.066
2020-06-30 09:40:10.000,2020-06-30 09:45:15.841
2020-06-06 15:56:55.000,2020-06-06 16:34:55.141
2020-06-23 19:49:18.000,2020-06-23 20:25:39.140
2020-06-08 11:26:52.000,2020-06-08 11:37:55.543
2020-06-19 22:22:45.000,2020-06-19 22:30:11.315
2020-06-09 09:20:57.000,2020-06-09 09:28:21.547
2020-06-30 22:06:21.000,2020-06-30 22:42:28.427
2020-06-27 06:29:58.000,2020-06-27 06:37:51.382
2020-06-29 07:48:36.000,2020-06-29 08:01:20.922
2020-06-28 02:01:26.000,2020-06-28 02:23:07.776
2020-06-24 05:05:34.000,2020-06-24 05:11:05.559
2020-06-02 12:50:59.000,2020-06-02 12:57:22.532
2020-06-08 09:44:32.000,2020-06-08 09:53:10.937
2020-06-25 04:20:37.000,2020-06-25 04:38:32.766
2020-06-09 15:31:48.000,2020-06-09 15:59:18.858
2020-06-11 20:05:20.000,2020-06-11 20:19:12.092
2020-06-10 10:37:44.000,2020-06-10 10:41:52.370
2020-06-25 00:37:18.000,2020-06-25 00:48:09.930
2020-06-15 05:11:05.000,2020-06-15 05:15:07.950
2020-06-15 01:11:05.000,2020-06-15 01:14:28.197
2020-06-16 09:53:24.000,2020-06-16 10:08:45.597
2020-06-04 02:19:58.000,2020-06-04 03:08:53.558
2020-06-20 01:43:44.000,2020-06-20 02:12:59.989
2020-06-14 07:43:17.000,2020-06-14 08:07:37.376
2020-06-19 17:01:22.000,2020-06-19 17:22:50.639
2020-06-12 14:10:52.000,2020-06-12 14:46:58.841
2020-06-13 16:21:27.000,2020-06-13 16:44:24.929
2020-06-06 00:13:49.000,2020-06-06 00:30:36.263
2020-06-03 12:12:30.000,2020-06-03 12:21:18.263
2020-06-02 09:29:52.000,2020-06-02 09:33:27.768
2020-06-03 17:00:00.000,2020-06-03 17:11:16.291
2020-06-04 17:28:57.000,2020-06-04 18:09:45.654
2020-06-05 09:27:33.000,2020-06-05 09:42:40.418
2020-06-13 20:22:58.000,2020-06-13 20:28:01.563
2020-06-27 14:57:49.000,2020-06-27 15:15:31.331
2020-06-03 17:51:09.000,2020-06-03 18:02:32.717
2020-06-07 13:21:50.000,2020-06-07 14:04:01.255
2020-06-15 22:34:54.000,2020-06-15 22:39:31.925
2020-06-19 23:03:17.000,2020-06-19 23:23:57.352
2020-06-09 04:41:32.000,2020-06-09 05:00:42.009
2020-06-13 16:59:56.000,2020-06-13 18:03:32.226
2020-06-07 22:36:32.000,2020-06-07 22:51:00.986
2020-06-19 05:35:26.000,2020-06-19 06:08:13.162
2020-06-28 09:59:16.000,2020-06-28 10:01:38.522
2020-06-08 05:13:27.000,2020-06-08 05:17:25.012
2020-06-08 16:37:15.000,2020-06-08 16:45:37.098
2020-06-24 20:18:13.000,2020-06-24 20:34:42.234
2020-06-25 06:27:16.000,2020-06-25 06:38:12.548
2020-06-08 17:43:49.000,2020-06-08 17:49:12.867
2020-06-20 16:54:17.000,2020-06-20 17:09:37.692
2020-06-14 13:20:48.000,2020-06-14 13:35:20.690
2020-06-17 00:20:40.000,2020-06-17 00:33:48.950
2020-06-06 22:45:53.000,2020-06-06 22:49:18.429
2020-06-22 11:59:21.000,2020-06-22 12:40:36.880
2020-06-30 02:32:14.000,2020-06-30 02:47:41.402
2020-06-01 12:13:56.000,2020-06-01 12:20:31.862
2020-06-14 20:30:17.000,2020-06-14 20:49:43.600
2020-06-26 22:13:39.000,2020-06-26 22:21:23.331
2020-06-05 06:35:49.000,2020-06-05 06:48:23.435
2020-06-08 22:25:03.000,2020-06-08 22:33:18.508
2020-06-05 21:24:01.000,2020-06-05 21:57:52.197
2020-06-23 06:13:37.000,2020-06-23 07:32:18.488
2020-06-04 21:41:23.000,2020-06-04 21:46:01.185
2020-06-19 06:23:52.000,2020-06-19 06:26:13.475
2020-06-07 17:58:37.000,2020-06-07 18:04:19.833
2020-06-05 12:39:40.000,2020-06-05 12:55:02.332
2020-06-18 09:14:46.000,2020-06-18 09:19:37.991
2020-06-08 08:01:58.000,2020-06-08 08:28:59.717
2020-06-29 21:52:14.000,2020-06-29 22:02:06.843
2020-06-25 09:57:38.000,2020-06-25 10:13:46.677
2020-06-07 16:35:10.000,2020-06-07 16:46:17.293
2020-06-01 06:40:42.000,2020-06-01 07:17:44.787
2020-06-05 17:25:02.000,2020-06-05 17:27:34.190
2020-06-09 15:36:50.000,2020-06-09 15:58:26.075
2020-06-02 17:29:55.000,2020-06-02 17:47:45.442
2020-06-11 19:56:23.000,2020-06-11 20:14:06.593
2020-06-16 17:08:39.000,2020-06-16 17:18:39.975
2020-06-25 23:58:52.000,2020-06-26 00:01:06.219
2020-06-21 10:25:20.000,2020-06-21 10:44:51.863
2020-06-23 13:06:50.000,2020-06-23 13:35:21.966
2020-06-18 06:26:57.000,2020-06-18 06:30:17.174
2020-06-21 03:51:28.000,2020-06-21 04:02:12.439
2020-06-21 03:46:39.000,2020-06-21 03:51:18.702
2020-06-02 09:53:39.000,2020-06-02 10:09:48.614
2020-06-05 07:17:32.000,2020-06-05 07:42:37.941
2020-06-21 10:21:57.000,2020-06-21 10:40:25.858
2020-06-03 01:43:21.000,2020-06-03 01:51:05.532
2020-06-08 22:08:14.000,2020-06-08 22:12:29.460
2020-06-07 20:55:31.000,2020-06-07 21:21:14.063
2020-06-28 23:20:26.000,2020-06-28 23:28:18.295
2020-06-08 15:23:07.000,2020-06-08 15:25:27.149
2020-06-02 02:42:23.000,2020-06-02 02:57:05.552
2020-06-02 16:12:51.000,2020-06-02 16:19:05.935
2020-06-12 19:25:32.000,2020-06-12 19:55:08.132
2020-06-19 00:01:29.000,2020-06-19 00:05:48.153
2020-06-12 16:15:23.000,2020-06-12 16:25:56.519
2020-06-22 01:48:28.000,2020-06-22 01:54:50.677
2020-06-08 15:31:13.000,2020-06-08 15:50:45.908
2020-06-20 21:05:34.000,2020-06-20 21:19:29.723
2020-06-02 06:56:02.000,2020-06-02 07:21:30.826
2020-06-16 12:05:27.000,2020-06-16 12:16:39.258
2020-06-24 13:41:43.000,2020-06-24 13:43:47.338
2020-06-03 00:58:18.000,2020-06-03 01:03:56.089
2020-06-06 11:28:08.000,2020-06-06 13:16:18.804
2020-06-28 08:20:54.000,2020-06-28 08:30:41.796
2020-06-28 21:16:49.000,2020-06-28 21:33:20.382
2020-06-22 20:26:47.000,2020-06-22 21:04:04.842
2020-06-21 08:50:14.000,2020-06-21 08:52:32.663
2020-06-21 03:05:22.000,2020-06-21 03:23:31.890
2020-06-09 23:21:32.000,2020-06-09 23:28:38.186
2020-06-28 00:14:07.000,2020-06-28 00:21:01.714
2020-06-28 12:42:05.000,2020-06-28 12:47:54.230
2020-06-23 02:36:57.000,2020-06-23 03:04:54.069
2020-06-19 12:39:01.000,2020-06-19 12:48:01.052
2020-06-03 04:31:13.000,2020-06-03 04:34:15.527
2020-06-05 03:48:01.000,2020-06-05 03:51:32.681
2020-06-03 13:01:47.000,2020-06-03 13:06:11.801
2020-06-28 01:33:21.000,2020-06-28 02:09:43.726
2020-06-13 13:33:30.000,2020-06-13 13:43:51.879
2020-06-02 23:36:29.000,2020-06-03 00:15:38.773
2020-06-13 06:12:45.000,2020-06-13 06:40:15.803
2020-06-13 19:09:57.000,2020-06-13 19:39:14.491
2020-06-10 13:26:03.000,2020-06-10 13:33:07.234
2020-06-07 16:08:35.000,2020-06-07 16:15:19.861
2020-06-28 08:14:20.000,2020-06-28 08:28:39.022
2020-06-02 01:51:18.000,2020-06-02 02:01:25.040
2020-06-24 17:27:33.000,2020-06-24 17:40:13.291
2020-06-10 13:54:39.000,2020-06-10 13:57:28.204
2020-06-09 18:56:41.000,2020-06-09 19:52:05.918
2020-06-23 23:34:41.000,2020-06-23 23:37:34.936
2020-06-24 20:14:06.000,2020-06-24 20:19:03.324
2020-06-30 15:38:33.000,2020-06-30 15:57:33.444
2020-06-22 01:20:31.000,2020-06-22 01:25:03.111
2020-06-11 17:28:41.000,2020-06-11 17:32:22.720
2020-06-18 22:21:57.000,2020-06-18 22:26:27.108
2020-06-01 18:56:47.000,2020-06-01 18:59:44.528
2020-06-29 03:22:31.000,2020-06-29 03:28:51.497
2020-06-11 06:51:38.000,2020-06-11 06:58:22.620
2020-06-26 13:29:38.000,2020-06-26 13:41:59.355
2020-06-19 01:14:17.000,2020-06-19 01:24:56.785
2020-06-26 19:59:06.000,2020-06-26 20:10:43.718
2020-06-21 04:26:07.000,2020-06-21 04:42:28.494
2020-06-07 07:35:26.000,2020-06-07 07:41:22.352
2020-06-25 18:43:28.000,2020-06-25 18:47:38.215
2020-06-06 02:50:44.000,2020-06-06 03:24:23.863
2020-06-10 16:18:29.000,2020-06-10 16:35:33.465
2020-06-06 16:23:19.000,2020-06-06 16:26:15.323
2020-06-08 03:36:02.000,2020-06-08 04:26:42.966
2020-06-24 05:22:29.000,2020-06-24 05:42:12.017
2020-06-29 06:27:12.000,2020-06-29 06:31:40.073
2020-06-21 16:40:53.000,2020-06-21 17:35:03.302
2020-06-05 17:10:07.000,2020-06-05 17:18:56.294
2020-06-11 01:59:18.000,2020-06-11 03:03:48.809
2020-06-16 02:01:46.000,2020-06-16 02:05:24.106
2020-06-15 23:48:28.000,2020-06-15 23:53:04.885
2020-06-05 20:50:02.000,2020-06-05 21:08:06.123
2020-06-19 20:07:30.000,2020-06-19 20:09:50.153
2020-06-28 11:10:00.000,2020-06-28 11:12:16.979
2020-06-01 15:43:55.000,2020-06-01 16:09:28.121
2020-06-17 05:17:10.000,2020-06-17 05:21:55.292
2020-06-28 02:52:16.000,2020-06-28 03:31:55.645
2020-06-16 21:35:13.000,2020-06-16 21:45:32.450
2020-06-14 10:35:28.000,2020-06-14 11:08:29.846
2020-06-03 15:29:44.000,2020-06-03 15:39:50.790
2020-06-26 19:27:18.000,2020-06-26 19:40:37.960
2020-06-14 01:05:13.000,2020-06-14 01:12:55.494
2020-06-20 21:54:04.000,2020-06-20 22:12:09.851
2020-06-01 23:39:26.000,2020-06-01 23:47:10.718
2020-06-29 14:56:46.000,2020-06-29 15:02:33.280
2020-06-28 20:13:51.000,2020-06-28 20:17:07.068
2020-06-11 00:04:45.000,2020-06-11 00:07:38.459
2020-06-04 10:44:43.000,2020-06-04 10:52:11.721
2020-06-02 21:17:32.000,2020-06-02 21:39:32.240
2020-06-09 18:01:19.000,2020-06-09 18:06:46.174
2020-06-23 05:20:24.000,2020-06-23 05:27:44.014
2020-06-17 16:56:41.000,2020-06-17 17:34:01.115
2020-06-26 00:56:45.000,2020-06-26 01:14:02.382
2020-06-30 19:30:49.000,2020-06-30 20:10:39.038
2020-06-08 02:56:56.000,2020-06-08 03:35:15.495
2020-06-27 03:17:13.000,2020-06-27 03:20:11.959
2020-06-14 17:33:50.000,2020-06-14 18:22:21.170
2020-06-30 02:58:21.000,2020-06-30 03:01:08.280
2020-06-23 03:09:22.000,2020-06-23 03:50:20.698
2020-06-21 14:23:30.000,2020-06-21 14:37:22.147
2020-06-14 10:25:14.000,2020-06-14 10:38:39.648
2020-06-04 14:55:16.000,2020-06-04 15:16:00.274
2020-06-01 11:09:09.000,2020-06-01 11:42:51.341
2020-06-05 00:54:04.000,2020-06-05 01:10:27.758
2020-06-02 11:40:47.000,2020-06-02 11:51:05.672
2020-06-30 14:47:25.000,2020-06-30 14:51:11.793
2020-06-13 04:51:11.000,2020-06-13 05:16:32.200
2020-06-19 15:47:13.000,2020-06-19 15:51:16.572
2020-06-08 21:08:33.000,2020-06-08 21:29:59.366
2020-06-17 08:54:34.000,2020-06-17 09:07:49.555
2020-06-05 02:03:59.000,2020-06-05 02:13:17.743
2020-06-16 18:10:25.000,2020-06-16 18:26:39.365
2020-06-27 12:09:06.000,2020-06-27 12:33:17.975
2020-06-17 12:13:40.000,2020-06-17 12:58:09.328
2020-06-13 03:47:37.000,2020-06-13 03:54:13.725
2020-06-24 05:07:27.000,2020-06-24 05:53:32.930
2020-06-28 20:31:01.000,2020-06-28 21:21:39.576
2020-06-19 04:02:00.000,2020-06-19 04:29:12.021
2020-06-14 01:16:27.000,2020-06-14 01:50:26.081
2020-06-12 10:20:26.000,2020-06-12 10:40:07.140
2020-06-11 21:12:15.000,2020-06-11 21:14:50.893
2020-06-23 09:40:57.000,2020-06-23 09:55:47.265
2020-06-23 22:42:19.000,2020-06-23 23:04:56.657
2020-06-12 02:37:00.000,2020-06-12 03:21:37.986
2020-06-09 07:57:26.000,2020-06-09 08:12:06.519
2020-06-20 18:56:53.000,2020-06-20 19:22:35.768
2020-06-13 14:15:29.000,2020-06-13 14:35:47.820
2020-06-19 00:12:09.000,2020-06-19 00:19:05.657
2020-06-11 12:33:30.000,2020-06-11 12:38:01.287
2020-06-23 14:13:46.000,2020-06-23 14:36:36.930
2020-06-01 09:06:06.000,2020-06-01 09:12:05.643
2020-06-24 16:20:23.000,2020-06-24 16:26:35.566
2020-06-07 10:21:50.000,2020-06-07 10:39:19.406
2020-06-25 05:56:06.000,2020-06-25 06:21:26.599
2020-06-04 04:12:29.000,2020-06-04 04:27:34.761
2020-06-06 13:16:46.000,2020-06-06 13:51:12.409
2020-06-22 00:16:59.000,2020-06-22 00:22:32.795
2020-06-17 21:37:15.000,2020-06-17 21:43:36.815
2020-06-17 21:05:16.000,2020-06-17 21:22:27.906
2020-06-17 12:26:37.000,2020-06-17 12:55:08.422
2020-06-13 11:06:18.000,2020-06-13 11:19:55.608
2020-06-06 02:02:38.000,2020-06-06 02:04:47.392
2020-06-09 12:55:44.000,2020-06-09 13:14:40.934
2020-06-25 12:20:07.000,2020-06-25 12:47:18.789
2020-06-30 19:01:55.000,2020-06-30 19:08:46.343
2020-06-04 14:29:45.000,2020-06-04 14:32:35.150
2020-06-27 20:30:20.000,2020-06-27 20:43:16.740
2020-06-24 21:12:14.000,2020-06-24 21:14:52.762
2020-06-29 09:32:59.000,2020-06-29 09:43:03.094
2020-06-11 19:17:56.000,2020-06-11 19:20:12.180
2020-06-26 16:55:57.000,2020-06-26 17:01:46.364
2020-06-23 07:47:34.000,2020-06-23 07:56:57.130
2020-06-10 08:49:19.000,2020-06-10 08:53:05.607
2020-06-26 14:40:09.000,2020-06-26 14:43:58.092
2020-06-26 11:33:00.000,2020-06-26 12:01:19.338
2020-06-26 16:26:27.000,2020-06-26 16:29:05.075
2020-06-18 07:02:19.000,2020-06-18 07:21:50.068
2020-06-15 19:22:36.000,2020-06-15 19:49:52.143
2020-06-21 17:15:46.000,2020-06-21 17:19:52.083
2020-06-01 19:18:38.000,2020-06-01 19:23:53.636
2020-06-03 00:59:15.000,2020-06-03 01:16:38.227
2020-06-23 04:18:54.000,2020-06-23 04:26:35.352
2020-06-02 09:24:03.000,2020-06-02 09:35:45.364
2020-06-12 15:49:38.000,2020-06-12 16:18:45.114
2020-06-22 09:15:56.000,2020-06-22 09:20:09.632
2020-06-29 20:37:40.000,2020-06-29 20:54:10.003
2020-06-25 12:50:44.000,2020-06-25 13:35:32.773
2020-06-20 15:36:58.000,2020-06-20 15:39:51.265
2020-06-29 19:28:51.000,2020-06-29 19:31:46.694
2020-06-27 20:03:40.000,2020-06-27 20:17:48.192
2020-06-26 04:48:24.000,2020-06-26 05:38:42.695
2020-06-30 15:20:37.000,2020-06-30 15:26:21.161
2020-06-25 07:38:41.000,2020-06-25 07:46:42.494
2020-06-13 13:11:49.000,2020-06-13 13:15:22.473
2020-06-29 02:45:51.000,2020-06-29 02:54:35.824
2020-06-01 11:35:43.000,2020-06-01 11:38:23.810
2020-06-20 17:04:17.000,2020-06-20 17:13:40.530
2020-06-02 23:29:08.000,2020-06-02 23:43:17.699
2020-06-11 08:17:57.000,2020-06-11 09:15:17.165
2020-06-25 12:11:15.000,2020-06-25 12:38:50.294
2020-06-16 08:39:08.000,2020-06-16 09:07:01.705
2020-06-06 19:23:13.000,2020-06-06 19:29:06.061
2020-06-04 18:38:04.000,2020-06-04 18:41:26.148
2020-06-22 04:25:14.000,2020-06-22 04:41:05.606
2020-06-23 05:00:37.000,2020-06-23 05:13:39.708
2020-06-04 02:35:08.000,2020-06-04 02:48:02.040
2020-06-05 12:36:51.000,2020-06-05 12:40:34.877
2020-06-18 02:19:01.000,2020-06-18 02:31:13.892
2020-06-20 17:30:27.000,2020-06-20 17:34:53.643
2020-06-10 01:17:39.000,2020-06-10 01:27:52.541
2020-06-20 07:27:42.000,2020-06-20 07:30:39.760
2020-06-21 11:46:43.000,2020-06-21 12:17:52.743
2020-06-03 01:09:28.000,2020-06-03 01:11:39.940
2020-06-25 22:23:34.000,2020-06-25 23:07:35.973
2020-06-09 12:12:02.000,2020-06-09 12:43:50.286
2020-06-15 18:34:45.000,2020-06-15 18:57:42.103
2020-06-06 20:49:55.000,2020-06-06 21:52:38.604
2020-06-26 07:04:14.000,2020-06-26 07:07:03.790
2020-06-24 22:23:10.000,2020-06-24 22:40:33.487
2020-06-24 23:45:23.000,2020-06-25 00:15:46.230
2020-06-12 23:00:24.000,2020-06-12 23:04:25.843
2020-06-07 13:07:15.000,2020-06-07 13:22:26.041
2020-06-07 02:30:09.000,2020-06-07 02:39:39.671
2020-06-26 05:49:05.000,2020-06-26 05:59:40.155
2020-06-19 12:43:48.000,2020-06-19 13:22:20.752
2020-06-04 07:53:55.000,2020-06-04 08:07:31.241
2020-06-07 18:05:10.000,2020-06-07 18:08:38.111
2020-06-07 02:40:36.000,2020-06-07 03:24:07.252
2020-06-19 12:16:57.000,2020-06-19 12:22:01.343
